,X52,Common.Name.or.Group,Species.Name,Laurasiatheria,Genome,Tip_Label..Red.is.included.in.CMU.enhancer.dataset..but.missing.alignment.,Assembly_Name,FaName,Secondary_Terrestrial_Vertebrate,Secondary_Frugivore,Secondary_Arthropoda,Secondary_Terrestrial_Invertebrate,Secondary_Vegetation..leaves..browse..bulbs..grass..etc..,Secondary_Granivore..seeds.,Secondary_Veg_Exudants,Secondary_eggs,Secondary_fungi,Secondary_lichen,Secondary_Mollusks,Secondary_fish,Secondary_Marine_Mammals,Meyer.Lab.Classification,True_carn_v_all,Vert_v_herb,CarnFish_Herbs,Ins_v_herbs,MarineAquatic,MarineAquaticBinary,MarineSemiaquaticBinary,PON1Fx,X..Protein..Spring.,X..Protein..Fall.,X..Protein..Winter.,X..Protein..Summer.,X..Lipids..Summer.,X..Lipids..Fall.,X..Lipids..Spring.,X..Lipids..Winter.,X..Carbohydrate..Fall.,X..Carbohydrate..Summer.,X..Carbohydrate..Spring.,X..Carbohydrate..Winter.,Carbohydrate...mean.,Carb..SE.,Lipid.,Lipid..SE.,Protein.,Protein..SE.,Brain.mass..in.kg.,Body.mass..in.kg.,Another.set.of.eyes.,Level.of.Description..Order..Genus..Species.,NowakNotes,NutritionalGeometryNotes,NutritionalGeometryRef,Did.you.find.any.data.articles.for.this.species.,Initials.for.who.inputed.data,GeneralNotes,Domestication,DomesticationNumeric,DomesticationBinary,Echolocation
145,1604,Gairdner's shrewmouse,Mus pahari,0,musPah1,Mus_pahari,HLmusPah1,vs_HLmusPah1,1,1,1,0,1,1,0,0,0,0,0,0,0,Generalist,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"vegetable matter, like seeds, fleshy roots, leaves, and stems, insects and some meat may be taken when available. Paste, glue, soap and other household materials, grain",,,,,NA,captive,2,0,0
146,1604,Algerian mouse,Mus spretus,0,,Mus_spretus,HLmusSpr1,vs_HLmusSpr1,1,1,1,0,1,1,0,0,0,0,0,0,0,Generalist,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"vegetable matter, like seeds, fleshy roots, leaves, and stems, insects and some meat may be taken when available. Paste, glue, soap and other household materials, grain",,,,,NA,captive,2,0,0
147,1628,Common dormouse,Muscardinus avellanarius,0,,Muscardinus_avellanarius,HLmusAve1,vs_HLmusAve1,1,1,1,0,0,1,0,1,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"the common dormouse appears to be associated with nut-bearing trees, and hazelnuts are known to be an important part of its diet. Muscardinus is able to gnaw a hole in fresh nuts, thereby getting the seed out in little pieces. Its diet also includes other seeds, buds, berries, insects, and possibly birds eggs and nestlings. ",,,,,NA,wild,0,0,0
148,705,Ferret,Mustela putorius,1,musFur1,Mustela_putorius,HLmusFur2,vs_HLmusFur2,1,0,0,0,0,0,0,0,0,0,0,0,0,Carnivore,1,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"small mammals, birds, frogs, fish, and invertebrates, domesticated European polecat",,,,,NA,domestic,1,1,0
149,1712,Nutria,Myocastor coypus,0,,Myocastor_coypus,HLmyoCoy1,vs_HLmyoCoy1,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,Roots are the most important food. Much time is spent swimming and browsing on aquatic plants. The diet is strictly vegetarian. ,,,,,NA,wild,0,0,0
150,418,Brandt's bat,Myotis brandtii,1,myoBra1,Myotis_brandtii,myoBra1,vs_myoBra1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore ,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,"The diet of Myotis usually consists predominantly of insects. My. daubentoni feeds on Lepidoptera, Diptera, and Hemiptera. There is some evidence that it also captures small fish at the water's surface. M. vivesi definitely catches fish and small aquatic crustaceans. Several other species, including M. hasseltii and M. macrotarsa may also catch fish. Recently, Robson showed that fish are eaten by M. adversa. ",,,,,NA,wild,0,0,1
151,418,David's myotis bat,Myotis davidii,1,myoDav1,Myotis_davidii,myoDav1,vs_myoDav1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore ,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,"The diet of Myotis usually consists predominantly of insects. My. daubentoni feeds on Lepidoptera, Diptera, and Hemiptera. There is some evidence that it also captures small fish at the water's surface. M. vivesi definitely catches fish and small aquatic crustaceans. Several other species, including M. hasseltii and M. macrotarsa may also catch fish. Recently, Robson showed that fish are eaten by M. adversa. ",,,,,NA,wild,0,0,1
152,418,Microbat,Myotis lucifugus,1,myoLuc2,Myotis_lucifugus,HLmyoLuc1,vs_HLmyoLuc1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore ,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,"The diet of Myotis usually consists predominantly of insects. My. daubentoni feeds on Lepidoptera, Diptera, and Hemiptera. There is some evidence that it also captures small fish at the water's surface. M. vivesi definitely catches fish and small aquatic crustaceans. Several other species, including M. hasseltii and M. macrotarsa may also catch fish. Recently, Robson showed that fish are eaten by M. adversa. ",,,,,NA,wild,0,0,1
153,418,Greater mouse-eared bat,Myotis myotis,1,,Myotis_myotis,HLmyoMyo6,vs_HLmyoMyo6,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore ,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,"The diet of Myotis usually consists predominantly of insects. My. daubentoni feeds on Lepidoptera, Diptera, and Hemiptera. There is some evidence that it also captures small fish at the water's surface. M. vivesi definitely catches fish and small aquatic crustaceans. Several other species, including M. hasseltii and M. macrotarsa may also catch fish. Recently, Robson showed that fish are eaten by M. adversa. ",,,,,NA,wild,0,0,1
154,1427,Mediterranean Blind Mole-rats,Nannospalax galili,0,nanGal1,Nannospalax_galili,nanGal1,vs_nanGal1,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet consists of roots, tubers, acorns, plant stems, and other vegetation that can be obtained at or below ground level. ",,,,,NA,wild,0,0,0
155,595,Proboscis Monkey,Nasalis larvatus,0,nasLar1,Nasalis_larvatus,nasLar1,vs_nasLar1,0,1,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"Kern found that 95 percent of the diet consisted of leaves, pedada leaves being favored. Fruits and flowers were also eaten... seed-eating was a specialization",,,,,NA,captive,2,0,0
156,869,Hawaiian Monk Seal,Neomonachus schauinslandi,1,neoSch1,Neomonachus_schauinslandi,neoSch1,vs_neoSch1,0,0,1,0,0,0,0,0,0,0,1,1,0,Piscivore,0,1,1,NA,0.5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet consists primarily of reef- or floor-dwelling species of eels, other fish, cephalopods, and crustaceans",,,,,NA,wild,0,0,0
157,913,Finless Porpoise,Neophocaena asiaeorientalis,1,,Neophocaena_asiaeorientalis,HLneoAsi1,vs_HLneoAsi1,0,0,1,0,0,0,0,0,0,0,1,1,0,Piscivore,0,1,1,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"It's diet includes fish, shrimp, and small squid",,,,,NA,wild,0,0,1
158,347,Fisherman Bats,Noctilio leporinus,1,,Noctilio_leporinus,HLnocLep1,vs_HLnocLep1,0,0,1,0,0,0,0,0,0,0,0,1,0,Insectivore/Piscivore,0,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"Noctilio takes a variety of prey and is one of only three genera of bats now known to catch and eat fish.....N. leporius fishes over the sea, at the edge of the surf, in large rivers, and in freshwater ponts.Presumably the batch catches small fish disturbed by the pelicans. N. leporinus catches small, surface-swimming fish. There has been controversy over the relative importance of insects and fish in the diet of N. leporinus. By collecting and analyzing guano and discarded material beneath roosts over a nine-month period, Brooke (1994) determined that insects, mostly moths and beetles, predominated in the diet during the wet season. In the dry season pelagic and freshwater fish represented a greater proportion of the diet than did insects. Small quantities of crabs, scorpions, shrimp, and terrestrial insects also were taken. ",,,,,NA,wild,0,0,1
159,608,Gibbon,Nomascus leucogenys,0,nomLeu3,Nomascus_leucogenys,HLnomLeu4,vs_HLnomLeu4,0,1,1,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,"No specific information on leucogenys. Info on syndactylus, another species of gibbons: About 50 percent of diet consists of leaves, 40 percent is fruits, and remainder is flowers, buds, and insects. Goes on to state that some other species pehaps eat small vertebrates and eggs, omitted  because of ambiguity",struggled to find an article for gibbon nutritional geometry ,,no,ARG,NA,wild,0,0,0
160,497,Slow Loris,Nycticebus coucang,0,,Nycticebus_coucang,HLnycCou1,vs_HLnycCou1,1,1,1,0,0,0,0,0,0,0,1,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet consists of large mollusks and insects, lizards, birds, small mammals, and fruits",,,,,NA,wild,0,0,0
161,1717,Pika,Ochotona princeps,0,ochPri3,Ochotona_princeps,ochPri3,vs_ochPri3,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"vegetable matter, grasses sedges, weeds, large flowering and woody plants, twigs",,,,,NA,wild,0,0,0
162,1681,Brush-tailed rat,Octodon degus,0,octDeg1,Octodon_degus,octDeg1,vs_octDeg1,0,1,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Grass, leaves, bark, herbs, seeds, and fruits. During dry season, fresh droppings of cattle and horses",,,,,NA,captive,2,0,0
163,862,Pacific walrus,Odobenus rosmarus,1,odoRosDi,Odobenus_rosmarus,HLodoRos1,vs_HLodoRos1,0,0,1,0,0,0,0,0,0,0,1,1,0,Piscivore,0,1,1,NA,0.5,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,The diet consists mostly of fish and also includes cephalopods and crustaceans,,,,,NA,wild,0,0,0
164,1114,White-tailed Deer,Odocoileus virginianus,1,odoVir1,Odocoileus_virginianus,HLodoVir3,vs_HLodoVir3,0,0,0,0,1,0,0,0,1,1,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet includes grass, weeds, shrubs, twigs, mushrooms, nuts, and lichens. Both species browse for part of the year. ",,,,,NA,wild,0,0,0
165,1085,Okapia,Okapia johnstoni,1,,Okapia_johnstoni,HLokaJoh2,vs_HLokaJoh2,0,1,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"It is a browser, feeding on the leaves and other parts of many plants and probably also taking fruits and seeds. Kingdon noted theat the prehensile tongue is used to pluck leaves, buds, and even small branches. ",,,,,NA,captive,2,0,0
166,1477,Muskrat,Ondatra zibethicus,0,,Ondatra_zibethicus,HLondZib1,vs_HLondZib1,1,0,0,0,1,0,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,The most important foods are cattails and busrushes in North America and the water lily in europe. The muskrat also takes many other kinds of vegetation and a substantial amount of animal matter. ,,,,,NA,wild,0,0,0
167,1357,Southern grasshopper mouse,Onychomys torridus,0,,Onychomys_torridus,HLonyTor1,vs_HLonyTor1,1,0,1,0,1,0,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Although plant material is eaten at times, grasshopper mice are largely carnivorous. The diet includes grasshoppers, beetles, and a variety of other insects. Also eats small vertebrates, including such rodents.",,,,,NA,wild,0,0,0
168,942,Killer whale,Orcinus orca,1,orcOrc1,Orcinus_orca,orcOrc1,vs_orcOrc1,0,0,0,0,0,0,0,0,0,0,1,1,1,Carnivore/Piscivore,1,1,1,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"Marine vertebrates; fish, cephalopods, cetaceans, pinnipeds",,,,,NA,wild,0,0,1
169,13,Platypus,Ornithorhynchus anatinus,0,ornAna1,,,,1,0,1,1,0,0,0,0,0,0,1,1,0,Insectivore/Carnivore,0,1,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1.5,0,,"crayfish, shrimp, larvae of water insects, snails, tadpoles, worms, and small fish",,,,,NA,NA,NA,NA,0
170,1048,Aardvark,Orycteropus afer afer,0,oryAfe1,Orycteropus_afer,oryAfe1,,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072,65,0,Species,"ants, termites",,,,,NA,NA,NA,NA,0
171,1729,Rabbit,Oryctolagus cuniculus,0,oryCun2,Oryctolagus_cuniculus,HLoryCunCun4,vs_HLoryCunCun4,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,2,0,Species,Grasses and other herbaceous plants are preferred food the bark and twigs of woody plants are eaten when herbs are not available,,,,,NA,wild,0,0,0
172,502,Bushbaby,Otolemur garnettii,0,otoGar3,Otolemur_garnettii,otoGar3,vs_otoGar3,0,1,1,0,0,0,1,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Diet consists of gums, fruits, insects; 62% of diet of the year consists of gums",,,no,ARG,NA,captive,2,0,0
173,1231,Domestic sheep,Ovis aries,1,oviAri3,Ovis_aries,HLoviAri5,vs_HLoviAri5,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0555,175,0,Genus,"Grasses, sedges, forbs, and some browsing",,,,,NA,domestic,1,1,0
174,1231,Bighorn sheep,Ovis canadensis,1,oviCan1,Ovis_canadensis,HLoviCan1,vs_HLoviCan1,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Grasses, sedges, forbs, and some browsing",,,,,NA,NA,NA,NA,0
175,622,Bonobo,Pan paniscus,0,panPan2,Pan_paniscus,panPan3,vs_panPan3,1,1,0,1,1,1,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The natural diet consists mostly of fruits and also includes leaves, seeds, and rarely invertebrates and small vertebrates",,,,,NA,wild,0,0,0
176,622,Chimp,Pan troglodytes,0,panTro4,Pan_troglodytes,panTro6,vs_panTro6,1,1,1,0,1,1,1,1,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,440,0,Species,"Diet consists of fruits, leaves, blossoms, seeds, stems, bark, resin, honey, insects, eggs, and meat, carnivory is demonstrated occasionally, tools open termite mounds",,,,,NA,captive,2,0,0
177,821,Jaguar,Panthera onca,1,,Panthera_onca,HLpanOnc2,vs_HLpanOnc2,1,0,0,0,0,0,0,0,0,0,0,1,0,Carnivore,1,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The most important foods are peccaries and capybaras. Tapirs, crcodilians, and fish are also taken. ",,,,,NA,captive,2,0,0
178,821,Leopard,Panthera pardus,1,panPar1,Panthera_pardus,HLpanPar1,vs_HLpanPar1,1,0,1,0,0,0,0,0,0,0,0,0,0,Carnivore,1,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet is varied but seems to consist mainly of whatever small or medium-sized ungulates are available, such as gazelles,impalas, wildebeests, deer, wild goats, pigs and domestic livestock. Monkeys and baboons are also commonly taken. If necessary, the leaopard can switch to such prey as rodents, rabbits, birds, and even arthropods. ",,,,,NA,captive,2,0,0
179,821,Tiger,Panthera tigris,1,panTig1,Panthera_tigris,panTig1,vs_panTig1,1,0,0,0,0,0,0,0,0,0,0,0,0,Carnivore,1,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2635,220,0,Species,"The diet consists mainly of large mammals, such as pigs, deer, antelopes, buffalo, and gaur. Smaller mammals and birds occasionally are taken. ",,,,,NA,captive,2,0,0
180,1205,Tibetan antelope,Pantholops hodgsonii,1,panHod1,Pantholops_hodgsonii,panHod1,vs_panHod1,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,Grazer,,,,,NA,wild,0,0,0
181,588,Olive Baboon,Papio anubis,0,papAnu3,Papio_anubis,HLpapAnu5,vs_HLpapAnu5,1,1,1,0,1,1,0,1,0,0,1,1,0,Generalist,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"All five species are omnivorous, taking a variety of vegetable matter but will eat what is easily accessible at the times. During the dry season in Kenya, grass may make up to 90% of the diet. On the coast of South Africa, mollusks, crabs, and other marine creatures are regularly eaten.... small vertebrates (hares) and digging out fossorial mammals... found that when there were massive outbreaks of grasshoppers or scale insects P. ursinus ignored other sources. Similar diet to humans, humans are generalists",,,,,NA,captive,2,0,0
182,588,Hamadryas Baboon,Papio hamadryas,0,papHam1,,,,1,1,1,0,1,1,0,1,0,0,1,1,0,Generalist,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"All five species are omnivorous, taking a variety of vegetable matter but will eat what is easily accessible at the times. During the dry season in Kenya, grass may make up to 90% of the diet. On the coast of South Africa, mollusks, crabs, and other marine creatures are regularly eaten.... small vertebrates (hares) and digging out fossorial mammals... found that when there were massive outbreaks of grasshoppers or scale insects P. ursinus ignored other sources. Similar diet to humans, humans are generalists",,,,,NA,NA,NA,NA,0
183,758,Palm Civet,Paradoxurus hermaphroditus,1,,Paradoxurus_hermaphroditus,HLparHer1,vs_HLparHer1,1,1,1,0,0,1,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"They eat small vertebrates, insects, fruits, and seeds",,,,,NA,wild,0,0,0
184,1322,Silky Pocket Mouse,Perognathus longimembris,0,,Perognathus_longimembris,HLperLonPac1,vs_HLperLonPac1,0,0,1,0,1,1,0,0,0,0,0,0,0,Insectivore/herbivore,0,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet of Perognathus consists largely of seeds of various kinds of plants, which are often harvested and stored in the burrows. Green vegetation and animal matter, such as insects, are also consumed. ",,,,,NA,NA,NA,NA,0
185,1360,Deer mouse,Peromyscus maniculatus,0,,Peromyscus_maniculatus,HLperManBai2,vs_HLperManBai2,1,1,1,1,0,1,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet includes seeds, nuts, berries, fruits, insects, and other small invertebrates and carrion. One study of P. gossypinus indicated that 68 percent of its diet consisted of animal matter. According to Banfield, P. maniculatus is primarily a seed eater.",,,,,NA,NA,NA,NA,0
186,1649,Dassie rat,Petromus typicus,0,,Petromus_typicus,HLpetTyp1,vs_HLpetTyp1,0,1,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The dassie rat seeks food on the ground or in bushes. It is a vegetarian, eating a variety of green plant material, seeds, and berries. ",,,,,NA,wild,0,0,0
187,911,Common Porpoise,Phocoena phocoena,1,,Phocoena_phocoena,HLphoPho2,vs_HLphoPho2,0,0,0,0,0,0,0,0,0,0,0,1,0,Piscivore,0,1,1,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"It's diet consists mainly of smooth, nonspiny fish about 10-25 cm long",,,,,NA,wild,0,0,1
188,606,Red Colobus Monkey,Piliocolobus tephrosceles,0,pilTep1,Piliocolobus_tephrosceles,HLpilTep2,vs_HLpilTep2,0,1,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,The diet consists principally of leaves and also includes some fruits and seeds,,,,,NA,wild,0,0,0
189,425,Pipistrelles,Pipistrellus pipistrellus,1,,Pipistrellus_pipistrellus,HLpipPip2,vs_HLpipPip2,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,The diet of Pipistrellus consists of small insects caught in flight,,,,,NA,wild,0,0,1
190,545,Saki,Pithecia pithecia,0,,Pithecia_pithecia,HLpitPit1,vs_HLpitPit1,1,1,0,0,1,0,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet consists of berries and other fruits, honey, leaves, flowers, small mammals such as mice and bats, and small birds. ",,,,,NA,wild,0,0,0
