,X52,Common.Name.or.Group,Species.Name,Laurasiatheria,Genome,Tip_Label..Red.is.included.in.CMU.enhancer.dataset..but.missing.alignment.,Assembly_Name,FaName,Secondary_Terrestrial_Vertebrate,Secondary_Frugivore,Secondary_Arthropoda,Secondary_Terrestrial_Invertebrate,Secondary_Vegetation..leaves..browse..bulbs..grass..etc..,Secondary_Granivore..seeds.,Secondary_Veg_Exudants,Secondary_eggs,Secondary_fungi,Secondary_lichen,Secondary_Mollusks,Secondary_fish,Secondary_Marine_Mammals,Meyer.Lab.Classification,True_carn_v_all,Vert_v_herb,CarnFish_Herbs,Ins_v_herbs,MarineAquatic,MarineAquaticBinary,MarineSemiaquaticBinary,PON1Fx,X..Protein..Spring.,X..Protein..Fall.,X..Protein..Winter.,X..Protein..Summer.,X..Lipids..Summer.,X..Lipids..Fall.,X..Lipids..Spring.,X..Lipids..Winter.,X..Carbohydrate..Fall.,X..Carbohydrate..Summer.,X..Carbohydrate..Spring.,X..Carbohydrate..Winter.,Carbohydrate...mean.,Carb..SE.,Lipid.,Lipid..SE.,Protein.,Protein..SE.,Brain.mass..in.kg.,Body.mass..in.kg.,Another.set.of.eyes.,Level.of.Description..Order..Genus..Species.,NowakNotes,NutritionalGeometryNotes,NutritionalGeometryRef,Did.you.find.any.data.articles.for.this.species.,Initials.for.who.inputed.data,GeneralNotes,Domestication,DomesticationNumeric,DomesticationBinary,Echolocation
191,900,Ganges Dolphin,Platanista gangetica,1,,Platanista_gangetica,,vs_HLplaMin1,0,0,1,0,0,0,0,0,0,0,0,1,0,Piscivore,0,1,1,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"To find food, Platanista probably uses echolocation and also probes with its sensitive snout for fish, shrimp, and other organisms in the bottom mud.",,,,,NA,NA,NA,NA,1
192,615,Orangutan,Pongo abelii,0,ponAbe2,Pongo_abelii,ponAbe3,vs_ponAbe3,1,1,1,0,1,1,0,1,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,50,0,,"diet is largely frugivorous and seems to include a high proportion of wild figs. Other kinds of vegetation, as well as mineral-rich soil, insects and small vertebrates and birds eggs",,,,,NA,captive,2,0,0
193,1043,Hydrax,Procavia capensis,0,,Procavia_capensis,HLproCap3,vs_HLproCap3,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Species,"The diet includes a great variety of grasses, shrubs, and forbs",,,,,NA,wild,0,0,0
194,526,Sifakas,Propithecus coquereli,0,proCoq1,Propithecus_coquereli,proCoq1,vs_proCoq1,0,1,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet consists mainly of leaves, flowers, bark, and fruits. ",,,,,NA,captive,2,0,0
195,1458,Fat sand rat,Psammomys obesus,0,,Psammomys_obesus,HLpsaObe1,vs_HLpsaObe1,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,Studies in the Sahara Desert have shown that the preferred food of fat sand rats is the leaves and stems of succulent plants of the family Chenopodiacae...Psammomys also feeds on other kinds of plants and reportedly can be very destructive to grain. ,,,,,NA,captive,2,0,0
196,344,Mustache Bat,Pteronotus parnellii,1,,Pteronotus_parnellii,ptePar1,vs_ptePar1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,Diet is thought to consist mostly of lepidoptera and coleoptera,,,,,NA,wild,0,0,1
197,742,Giant Otter,Pteronura brasiliensis,1,,Pteronura_brasiliensis,HLpteBra2,vs_HLpteBra2,0,0,1,0,0,0,0,0,0,0,0,1,0,Piscivore,0,1,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,The diet mainly consists of fish and crabs,,,,,NA,wild,0,0,0
198,264,Black flying-fox,Pteropus alecto,1,pteAle1,Pteropus_alecto,pteAle1,vs_pteAle1,0,1,0,0,0,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Fruit juices, eucalyptus, pollen, sea water",,,no,ARG,NA,wild,0,0,0
199,264,Megabat,Pteropus vampyrus,1,pteVam1,Pteropus_vampyrus,HLpteVam2,vs_HLpteVam2,0,1,0,0,0,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Fruit juices, eucalyptus, pollen, sea water",,,no,ARG,NA,wild,0,0,0
200,794,Puma,Puma concolor,1,,Puma_concolor,HLpumCon1,vs_HLpumCon1,1,0,0,0,0,0,0,0,0,0,0,0,0,Carnivore,1,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"Most important food is deer. The diet also includes other ungulates, beavers, porcupines, and hares. the most common prey of the current population in Florida is wild hog. ",,,,,NA,wild,0,0,0
201,597,Douc Langur,Pygathrix nemaeus,0,,Pygathrix_nemaeus,HLpygNem1,vs_HLpygNem1,0,1,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,It eats a wide variety of leaves and certain abundant fruits. ,,,,,NA,captive,2,0,0
202,1128,Reindeer,Rangifer tarandus,1,,Rangifer_tarandus,HLranTar1,vs_HLranTar1,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet of Rangifer comprises a wide variety of plants, including new growth in the spring, green leaves of decideous shrubs in the summer, lichens, and evergreen leaves in the autumn and fine twigs and greens dug throught the snow in the winter",,,no,ARG,NA,NA,NA,NA,0
203,1517,Rat,Rattus norvegicus,0,rn5,Rattus_norvegicus,HLratNor7,vs_HLratNor7,1,1,1,1,1,1,0,1,0,0,0,1,0,Generalist,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.04,0,Species,"Rats are omnivorous, eating a wide variety of plant and animal matter. Seeds, grains, nuts, vegetables, and fruits may be preferred by most species, but insects and other invertebrates sometimes predominate in the diet. .... Grzimek noted that R. norvegicus seems to prefer animal matter, including birds and eggs, and is excellent at catching fish. This species also feeds on mice, poultry, and young lambs and pigs; it may attack larger animals, even humans. ",,,,,NA,wild,0,0,0
204,328,Horseshoe Bats,Rhinolophus sinicus,1,rhiSin1,Rhinolophus_sinicus,HLrhiSin1,vs_HLrhiSin1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,These bats begin feeding on insects and spiders later in the evening than most bats and often return to the roost to eat their catch. ,,,,,NA,wild,0,0,1
205,597,Snub-nosed Langur ,Rhinopithecus bieti,0,rhiBie1,Rhinopithecus_bieti,rhiBie1,vs_rhiBie1,0,1,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet seems to consist largely of leaves, grass, lichens, bamboo shoots, buds, and fruits",,,"see below for information, yes ",ARG,NA,wild,0,0,0
206,597,Snub-nosed Langur ,Rhinopithecus roxellana,0,rhiRox1,Rhinopithecus_roxellana,HLrhiRox2,vs_HLrhiRox2,0,1,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.377,NA,40.454,NA,4.161,NA,NA,NA,0,Genus,"The diet seems to consist largely of leaves, grass, lichens, bamboo shoots, buds, and fruits","There were seasonal differences in daily intakes of dry mat-
ter (H=12.672, df=3, p=0.005), daily energy intake (DEI)

(H=10.319, p=0.016), and all measured dietary constitu-
ents, except protein (Table 1).",Rong Hou et al. Ecography Research 2020 ,yes- FD ONLY ,ARG,NA,captive,2,0,0
207,261,Rousette Fruit Bats,Rousettus aegyptiacus,1,rouAeg1,Rousettus_aegyptiacus,HLrouAeg4,vs_HLrouAeg4,0,1,0,0,0,0,1,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,The diet consists of fruit juices and flower nectar. ,,,no ,ARG,NA,wild,0,0,0
208,560,Long-tusked Tamarins,Saguinus imperator,0,,Saguinus_imperator,HLsagImp1,vs_HLsagImp1,1,1,1,0,1,0,1,1,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,"Garber also reported that the primary components of the diet of Saguinus now are known to be insects, ripe fruits, plant exudates, and nectar. Other foods include some tender vegetation, spiders, small vertebrates, and probably birds' eggs. ",,,,,NA,captive,2,0,0
209,1206,Saiga,Saiga tatarica,1,,Saiga_tatarica,HLsaiTat1,vs_HLsaiTat1,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,The diet consists mainly of grass and also includes various herbs and shrubs. ,,,no,ARG,NA,NA,NA,NA,0
210,555,Squirrel monkey,Saimiri boliviensis,0,saiBol1,Saimiri_boliviensis,HLsaiBol1,vs_HLsaiBol1,1,1,1,0,1,1,1,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,"Diet consists of fruits, berries, nuts, flowers, buds, seeds leaves, gums, insects, arachnids, and small vertebrates",,,,,NA,captive,2,0,0
211,64,Tasmanian devil,Sarcophilus harrisii,0,sarHar1,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,"snakes, plant material, wallabies, wombats, sheep, and rabbits, carrion",,,,,NA,NA,NA,NA,0
212,240,Eastern American Mole,Scalopus aquaticus,1,,Scalopus_aquaticus,HLscaAqu1,vs_HLscaAqu1,0,0,1,1,1,0,0,0,0,0,0,0,0,Insectivore/Herbivore,0,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,The diet of Scalopus consists mostly of earthworms but also includes insects and their larvae and some vegetable matter,,,,,NA,wild,0,0,0
213,600,Hanuman Langur,Semnopithecus entellus,0,,Semnopithecus_entellus,HLsemEnt1,vs_HLsemEnt1,0,1,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"leaves make up most of its diet, but fruits, flowers, and cultivated crops are also eated",,,no ,ARG,NA,captive,2,0,0
214,1412,Cotton Rat,Sigmodon hispidus,0,,Sigmodon_hispidus,HLsigHis1,vs_HLsigHis1,1,0,1,0,1,0,0,1,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"They are omnivourous, feeding on vegetation, insects, and other small animals. In some areas they travel along ditches, where they feed on crayfish and fiddler crabs. The destroy both the eggs and chicks of bobwhite quail and often become pests by eating enourmous quantities of sugar cane and sweet potatoes. ",,,,,NA,captive,2,0,0
215,199,Solenodons,Solenodon paradoxus,1,,Solenodon_paradoxus,HLsolPar1,vs_HLsolPar1,1,1,0,1,1,0,0,1,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,"invertebrates, reptiles, fruits, vegetables, and occasionally poultry",,,,,NA,wild,0,0,0
216,204,Shrew,Sorex araneus,1,sorAra2,Sorex_araneus,sorAra2,vs_sorAra2,1,0,1,1,1,0,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"insects, worms, other small invertebrates, also feed on vertebrates, usually in the form of carrion, and occasionally eat plant material",,,,,NA,wild,0,0,0
217,1254,Mongolian Ground Squirrel ,Spermophilus dauricus,0,,Spermophilus_dauricus,HLspeDau1,vs_HLspeDau1,1,0,1,1,1,1,0,1,1,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Diet consists of seeds, nuts, grains, roots, bulbs, mushrooms, green vegetation, insects, and small invertebrates; occasionally small vertebrates and birds' eggs",,,,,NA,wild,0,0,0
218,1254,Squirrel,Spermophilus tridecemlineatus,0,speTri2,,,,1,0,1,1,1,1,0,1,1,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,0.068,0,Genus,"Diet consists of seeds, nuts, grains, roots, bulbs, mushrooms, green vegetation, insects, and small invertebrates; occasionally small vertebrates and birds' eggs",,,,,NA,NA,NA,NA,0
219,733,Spotted Skunk,Spilogale gracilis,1,,Spilogale_gracilis,HLspiGra1,vs_HLspiGra1,1,0,1,0,1,0,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,The omnivorous diet consists mainly of vegetation and insects in the summer and of rodents and other small animals in the winter,,,,,NA,wild,0,0,0
220,783,Slender-tailed Meerkat,Suricata suricatta,1,,Suricata_suricatta,HLsurSur2,vs_HLsurSur2,1,0,1,0,1,0,0,1,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet is primarily insectivorous but also includes small vertebrates, eggs, and vegetable matter",,,,,NA,captive,2,0,0
221,1054,Pig,Sus scrofa,1,susScr3,Sus_scrofa,susScr11,vs_susScr11,1,0,1,1,1,1,0,1,1,0,0,0,0,Generalist,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,0.192,180,0,Genus,"fungi, tubers, bulbs, green vegetation, grains, nuts, crops, invertebrates, small vertebrates, and carrion. Non-discriminatory",need to find carbohydrate and lipid data ,I. B. Cervo et al. Animal Biodiversity and Conservation 2020 ,YES,ARG,NA,domestic,1,1,0
222,477,Free-tailed Bats,Tadarida brasiliensis,1,,Tadarida_brasiliensis,HLtadBra1,vs_HLtadBra1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,The diet consists mostly of small moths and beetles.,,,,,NA,wild,0,0,1
223,1025,Malayan Tapir,Tapirus indicus,1,,Tapirus_indicus,HLtapInd2,vs_HLtapInd2,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Tapirs consume aquatic vegetation and the leaves, buds, twigs, and fruits of low-growing terrestrial plants, but in any particular habitat they eat mainly the green shoots of the most common prowsing plants. They also graze for food, and at times they have been known to damage young corn and other grains. ",,,,,NA,captive,2,0,0
224,1025,South American Tapir,Tapirus terrestris,1,,Tapirus_terrestris,HLtapTer1,vs_HLtapTer1,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Tapirs consume aquatic vegetation and the leaves, buds, twigs, and fruits of low-growing terrestrial plants, but in any particular habitat they eat mainly the green shoots of the most common prowsing plants. They also graze for food, and at times they have been known to damage young corn and other grains. ",,,,,NA,captive,2,0,0
225,1650,Cane rat,Thryonomys swinderianus,0,,Thryonomys_swinderianus,HLthrSwi1,vs_HLthrSwi1,0,1,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet consists mainly of grass and cane and also includes bark, nuts, fallen fruit, and cultivated crops.",,,,,NA,wild,0,0,0
226,364,Round-eared Bats,Tonatia saurophila,1,,Tonatia_saurophila,HLtonSau1,vs_HLtonSau1,0,1,1,0,0,0,0,0,0,0,0,0,0,Insectivore/Herbivore,0,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet of Tonatia consists mainly of insects, taken in flight and gleaned, and may also iinclude a variety of fruits",,,,,NA,wild,0,0,1
227,1082,Asiatic Mouse Deer,Tragulus javanicus,1,,Tragulus_javanicus,HLtraJav1,vs_HLtraJav1,0,1,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet consists chiefly of grass, the leaves of low bushes, and fallen jungle fruit and berries. ",,,,,NA,captive,2,0,0
228,987,Manatee,Trichechus manatus latirostris,0,triMan1,Trichechus_manatus,triMan1,vs_triMan1,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Vascular aquatic vegetation, captives-leafy vegetation",,,,,NA,NA,NA,NA,0
229,244,Chinese tree shrew,Tupaia chinensis,1,tupChi1,Tupaia_chinensis,tupChi1,vs_tupChi1,1,1,1,0,1,1,0,0,0,0,0,0,0,Ambiguous,0,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Diet consists mainly of insects and animal food, fruits, seeds, and leaves; primarily fruit",,,,,NA,NA,NA,NA,0
230,244,Sumatran tree shrew,Tupaia tana,1,,Tupaia_tana,,vs_tupBel1,0,1,1,0,1,1,0,0,0,0,0,0,0,Ambiguous,0,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Diet consists mainly of insects and animal food, fruits, seeds, and leaves; primarily fruit",,,,,NA,captive,2,0,0
231,925,Bottle-nose Dolphin,Tursiops truncatus,1,turTru2,Tursiops_truncatus,HLturTru4,vs_HLturTru4,0,0,0,0,0,0,0,0,0,0,1,1,0,Piscivore ,0,1,1,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,500,0,Species,fish and cephalopods,,,,,NA,wild,0,0,1
232,230,Asiatic Shrew Mole (Sichuan and Yunnan),Uropsilus gracilis,1,,Uropsilus_gracilis,HLuroGra1,vs_HLuroGra1,0,0,0,1,1,0,0,0,0,0,0,0,0,Insectivore/Herbivore,0,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,They probably frequent leaf mold and feed on invertebrates,,,,,NA,wild,0,0,0
233,681,Polar Bear,Ursus maritimus,1,ursMar1,Ursus_maritimus,ursMar1,vs_ursMar1,1,0,0,0,1,0,0,0,0,0,0,1,1,Carnivore,1,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species ,"The polar bear feeds primarily on the ringed seal. The diet also includes the carcasses of stranded marine mammals, small land mammals, reindeer, fish, and vegetation. ",,,,,NA,captive,2,0,0
234,1077,Alpaca,Vicugna pacos,1,vicPac2,Vicugna_pacos,vicPac2,vs_vicPac2,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,low perennial grasses,,,,,NA,domestic,1,1,0
235,636,Arctic Fox,Vulpes lagopus,1,,Vulpes_lagopus,HLvulLag1,vs_HLvulLag1,1,0,0,0,0,0,0,1,0,0,1,1,1,Carnivore,1,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,"Also known as Alopex lagopus; Alopex takes any available animal food, alive or dead, and frequently stores it for later use. Its winter diet includes the remains of marine mammals, invertebrates, sea birds, and fish. It is also known to be an imporant predator of the ringed seal. ",,,,,NA,captive,2,0,0
236,1262,African Ground Squirrel,Xerus inauris,0,,Xerus_inauris,HLxerIna1,vs_HLxerIna1,1,1,1,0,1,1,0,1,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet consists of roots, seeds, fruits, pods, grains, insects, small vertebrates, and birds' eggs",,,,,NA,wild,0,0,0
237,852,California Sea Lion,Zalophus californianus,1,,Zalophus_californianus,HLzalCal1,vs_HLzalCal1,0,0,0,0,0,0,0,0,0,0,1,1,0,Piscivore,0,1,1,NA,0.5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,The diet consists mostly of fish and also includes cephalopods.,,,,,NA,wild,0,0,0
238,1331,Jumping Mouse,Zapus hudsonius,0,,Zapus_hudsonius,HLzapHud1,vs_HLzapHud1,0,1,1,0,0,1,0,0,1,0,0,0,0,Insectivore/herbivore,0,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Seeds are generally the most significant component of the diet, but Zapus also eats fungus, nuts, berries, fruits, and insects.",,,,,NA,captive,2,0,0
239,947,Goose-beaked Whale,Ziphius cavirostris,1,,Ziphius_cavirostris,HLzipCav1,vs_HLzipCav1,0,0,0,0,0,0,0,0,0,0,1,1,0,Carnivore,0,1,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,It's diet consists primarily of squid and also includes deep-water fish,,,,,NA,wild,0,0,1
240,NA,Desert Rodent ,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,0
241,NA,Brown Bear ,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,135,NA,,,,,,,NA,NA,NA,NA,0
242,NA,Moose ,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,0
243,NA,Martes,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,0
244,NA,Beech Marten,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,0
245,NA,Colobinae ,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,0
246,NA,Red Fox ,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,0
247,NA,South American Sea Lion ,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,0
248,NA,Black Bear ,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,103.1,NA,,,,,,,NA,NA,NA,NA,0
